Datetime,Automatic Weather Station,Grass Temperature(degree Celsius)
2024-01-24 23:00:00,King's Park,2.66
2024-01-24 23:00:00,Ta Kwu Ling,2.5
2024-01-24 23:00:00,Tai Mo Shan,6.76
2024-01-25 00:00:00,King's Park,2.9285714285714284
2024-01-25 00:00:00,Ta Kwu Ling,2.9714285714285715
2024-01-25 00:00:00,Tai Mo Shan,5.185714285714285
2024-01-25 01:00:00,King's Park,3.34
2024-01-25 01:00:00,Ta Kwu Ling,3.34
2024-01-25 01:00:00,Tai Mo Shan,3.3600000000000003
2024-01-25 02:00:00,King's Park,3.1714285714285713
2024-01-25 02:00:00,Ta Kwu Ling,3.314285714285714
2024-01-25 02:00:00,Tai Mo Shan,2.857142857142857
2024-01-25 03:00:00,King's Park,2.7399999999999998
2024-01-25 03:00:00,Ta Kwu Ling,3.34
2024-01-25 03:00:00,Tai Mo Shan,3.12
2024-01-25 04:00:00,King's Park,3.0142857142857147
2024-01-25 04:00:00,Ta Kwu Ling,3.414285714285714
2024-01-25 04:00:00,Tai Mo Shan,4.142857142857143
2024-01-25 05:00:00,King's Park,3.08
2024-01-25 05:00:00,Ta Kwu Ling,3.38
2024-01-25 05:00:00,Tai Mo Shan,3.78
2024-01-25 06:00:00,King's Park,3.085714285714286
2024-01-25 06:00:00,Ta Kwu Ling,3.2142857142857144
2024-01-25 06:00:00,Tai Mo Shan,2.3857142857142857
2024-01-25 07:00:00,King's Park,2.94
2024-01-25 07:00:00,Ta Kwu Ling,3.34
2024-01-25 07:00:00,Tai Mo Shan,3.12
2024-01-25 08:00:00,King's Park,3.025
2024-01-25 08:00:00,Ta Kwu Ling,3.45
2024-01-25 08:00:00,Tai Mo Shan,3.575
2024-01-25 09:00:00,King's Park,3.159259259259259
2024-01-25 09:00:00,Ta Kwu Ling,3.7777777777777777
2024-01-25 09:00:00,Tai Mo Shan,3.3444444444444446
2024-01-25 10:00:00,King's Park,3.2935185185185185
2024-01-25 10:00:00,Ta Kwu Ling,4.105555555555556
2024-01-25 10:00:00,Tai Mo Shan,3.113888888888889
2024-01-25 11:00:00,King's Park,3.4277777777777776
2024-01-25 11:00:00,Ta Kwu Ling,4.433333333333334
2024-01-25 11:00:00,Tai Mo Shan,2.8833333333333337
2024-01-25 12:00:00,King's Park,3.562037037037037
2024-01-25 12:00:00,Ta Kwu Ling,4.761111111111111
2024-01-25 12:00:00,Tai Mo Shan,2.6527777777777777
2024-01-25 13:00:00,King's Park,3.696296296296296
2024-01-25 13:00:00,Ta Kwu Ling,5.088888888888889
2024-01-25 13:00:00,Tai Mo Shan,2.4222222222222225
2024-01-25 14:00:00,King's Park,3.8305555555555557
2024-01-25 14:00:00,Ta Kwu Ling,5.416666666666666
2024-01-25 14:00:00,Tai Mo Shan,2.191666666666667
2024-01-25 15:00:00,King's Park,3.964814814814815
2024-01-25 15:00:00,Ta Kwu Ling,5.7444444444444445
2024-01-25 15:00:00,Tai Mo Shan,1.9611111111111112
2024-01-25 16:00:00,King's Park,4.099074074074074
2024-01-25 16:00:00,Ta Kwu Ling,6.072222222222222
2024-01-25 16:00:00,Tai Mo Shan,1.7305555555555556
2024-01-25 17:00:00,King's Park,4.233333333333333
2024-01-25 17:00:00,Ta Kwu Ling,6.3999999999999995
2024-01-25 17:00:00,Tai Mo Shan,1.5
2024-01-25 18:00:00,King's Park,4.4
2024-01-25 18:00:00,Ta Kwu Ling,5.857142857142857
2024-01-25 18:00:00,Tai Mo Shan,2.2285714285714286
2024-01-25 19:00:00,King's Park,4.8
2024-01-25 19:00:00,Ta Kwu Ling,4.68
2024-01-25 19:00:00,Tai Mo Shan,4.5200000000000005
2024-01-25 20:00:00,King's Park,4.328571428571428
2024-01-25 20:00:00,Ta Kwu Ling,3.8857142857142857
2024-01-25 20:00:00,Tai Mo Shan,4.557142857142858
2024-01-25 21:00:00,King's Park,4.1
2024-01-25 21:00:00,Ta Kwu Ling,2.98
2024-01-25 21:00:00,Tai Mo Shan,4.62
2024-01-25 22:00:00,King's Park,4.042857142857143
2024-01-25 22:00:00,Ta Kwu Ling,3.242857142857143
2024-01-25 22:00:00,Tai Mo Shan,4.771428571428571
2024-01-25 23:00:00,King's Park,3.88
2024-01-25 23:00:00,Ta Kwu Ling,4.0
2024-01-25 23:00:00,Tai Mo Shan,2.32
2024-01-26 00:00:00,King's Park,7.557142857142857
2024-01-26 00:00:00,Ta Kwu Ling,2.7714285714285714
2024-01-26 00:00:00,Tai Mo Shan,2.1
2024-01-26 01:00:00,King's Park,12.540000000000001
2024-01-26 01:00:00,Ta Kwu Ling,2.34
2024-01-26 01:00:00,Tai Mo Shan,1.3800000000000001
2024-01-26 02:00:00,King's Park,12.614285714285714
2024-01-26 02:00:00,Ta Kwu Ling,2.7142857142857144
2024-01-26 02:00:00,Tai Mo Shan,1.2857142857142858
2024-01-26 03:00:00,King's Park,13.3
2024-01-26 03:00:00,Ta Kwu Ling,2.8600000000000003
2024-01-26 03:00:00,Tai Mo Shan,1.24
2024-01-26 04:00:00,King's Park,13.428571428571429
2024-01-26 04:00:00,Ta Kwu Ling,3.057142857142857
2024-01-26 04:00:00,Tai Mo Shan,0.5
2024-01-26 05:00:00,King's Park,13.320000000000002
2024-01-26 05:00:00,Ta Kwu Ling,3.5200000000000005
2024-01-26 05:00:00,Tai Mo Shan,1.0
2024-01-26 06:00:00,King's Park,13.3
2024-01-26 06:00:00,Ta Kwu Ling,3.7142857142857144
2024-01-26 06:00:00,Tai Mo Shan,1.7142857142857142
2024-01-26 07:00:00,King's Park,13.2
2024-01-26 07:00:00,Ta Kwu Ling,3.62
2024-01-26 07:00:00,Tai Mo Shan,1.9600000000000002
2024-01-26 08:00:00,King's Park,13.325000000000001
2024-01-26 08:00:00,Ta Kwu Ling,3.8
2024-01-26 08:00:00,Tai Mo Shan,2.3
2024-01-26 09:00:00,King's Park,13.748148148148148
2024-01-26 09:00:00,Ta Kwu Ling,3.411111111111111
2024-01-26 09:00:00,Tai Mo Shan,1.8185185185185184
2024-01-26 10:00:00,King's Park,14.171296296296298
2024-01-26 10:00:00,Ta Kwu Ling,3.022222222222222
2024-01-26 10:00:00,Tai Mo Shan,1.337037037037037
2024-01-26 11:00:00,King's Park,14.594444444444445
2024-01-26 11:00:00,Ta Kwu Ling,2.633333333333333
2024-01-26 11:00:00,Tai Mo Shan,0.8555555555555554
2024-01-26 12:00:00,King's Park,15.017592592592592
2024-01-26 12:00:00,Ta Kwu Ling,2.2444444444444445
2024-01-26 12:00:00,Tai Mo Shan,0.374074074074074
2024-01-26 13:00:00,King's Park,15.440740740740742
2024-01-26 13:00:00,Ta Kwu Ling,1.8555555555555554
2024-01-26 13:00:00,Tai Mo Shan,-0.10740740740740762
2024-01-26 14:00:00,King's Park,15.863888888888889
2024-01-26 14:00:00,Ta Kwu Ling,1.4666666666666663
2024-01-26 14:00:00,Tai Mo Shan,-0.588888888888889
2024-01-26 15:00:00,King's Park,16.287037037037038
2024-01-26 15:00:00,Ta Kwu Ling,1.0777777777777775
2024-01-26 15:00:00,Tai Mo Shan,-1.0703703703703704
2024-01-26 16:00:00,King's Park,16.710185185185185
2024-01-26 16:00:00,Ta Kwu Ling,0.6888888888888887
2024-01-26 16:00:00,Tai Mo Shan,-1.5518518518518518
2024-01-26 17:00:00,King's Park,17.133333333333333
2024-01-26 17:00:00,Ta Kwu Ling,0.3
2024-01-26 17:00:00,Tai Mo Shan,-2.033333333333333
2024-01-26 18:00:00,King's Park,16.314285714285713
2024-01-26 18:00:00,Ta Kwu Ling,0.8714285714285713
2024-01-26 18:00:00,Tai Mo Shan,0.4857142857142857
2024-01-26 19:00:00,King's Park,15.48
2024-01-26 19:00:00,Ta Kwu Ling,1.72
2024-01-26 19:00:00,Tai Mo Shan,-1.52
2024-01-26 20:00:00,King's Park,14.928571428571429
2024-01-26 20:00:00,Ta Kwu Ling,2.1714285714285713
2024-01-26 20:00:00,Tai Mo Shan,-0.21428571428571427
2024-01-26 21:00:00,King's Park,14.76
2024-01-26 21:00:00,Ta Kwu Ling,2.98
2024-01-26 21:00:00,Tai Mo Shan,0.2
2024-01-26 22:00:00,King's Park,14.771428571428572
2024-01-26 22:00:00,Ta Kwu Ling,2.6571428571428575
2024-01-26 22:00:00,Tai Mo Shan,-0.6714285714285715
2024-01-26 23:00:00,King's Park,14.719999999999999
2024-01-26 23:00:00,Ta Kwu Ling,1.8
2024-01-26 23:00:00,Tai Mo Shan,0.9800000000000001
2024-01-27 00:00:00,King's Park,14.514285714285714
2024-01-27 00:00:00,Ta Kwu Ling,7.3
2024-01-27 00:00:00,Tai Mo Shan,1.4428571428571428
2024-01-27 01:00:00,King's Park,14.5
2024-01-27 01:00:00,Ta Kwu Ling,13.559999999999999
2024-01-27 01:00:00,Tai Mo Shan,2.4400000000000004
2024-01-27 02:00:00,King's Park,14.514285714285714
2024-01-27 02:00:00,Ta Kwu Ling,13.5
2024-01-27 02:00:00,Tai Mo Shan,2.5142857142857147
2024-01-27 03:00:00,King's Park,14.540000000000001
2024-01-27 03:00:00,Ta Kwu Ling,13.38
2024-01-27 03:00:00,Tai Mo Shan,1.54
2024-01-27 04:00:00,King's Park,14.700000000000001
2024-01-27 04:00:00,Ta Kwu Ling,13.3
2024-01-27 04:00:00,Tai Mo Shan,1.5999999999999999
2024-01-27 05:00:00,King's Park,14.780000000000001
2024-01-27 05:00:00,Ta Kwu Ling,13.280000000000001
2024-01-27 05:00:00,Tai Mo Shan,1.9
2024-01-27 06:00:00,King's Park,14.757142857142856
2024-01-27 06:00:00,Ta Kwu Ling,13.114285714285714
2024-01-27 06:00:00,Tai Mo Shan,2.142857142857143
2024-01-27 07:00:00,King's Park,14.66
2024-01-27 07:00:00,Ta Kwu Ling,12.959999999999999
2024-01-27 07:00:00,Tai Mo Shan,1.6600000000000001
2024-01-27 08:00:00,King's Park,14.75
2024-01-27 08:00:00,Ta Kwu Ling,13.2
2024-01-27 08:00:00,Tai Mo Shan,0.875
2024-01-27 09:00:00,King's Park,14.918518518518518
2024-01-27 09:00:00,Ta Kwu Ling,13.548148148148147
2024-01-27 09:00:00,Tai Mo Shan,1.0777777777777777
2024-01-27 10:00:00,King's Park,15.087037037037037
2024-01-27 10:00:00,Ta Kwu Ling,13.896296296296295
2024-01-27 10:00:00,Tai Mo Shan,1.2805555555555554
2024-01-27 11:00:00,King's Park,15.255555555555555
2024-01-27 11:00:00,Ta Kwu Ling,14.244444444444444
2024-01-27 11:00:00,Tai Mo Shan,1.4833333333333334
2024-01-27 12:00:00,King's Park,15.424074074074074
2024-01-27 12:00:00,Ta Kwu Ling,14.592592592592592
2024-01-27 12:00:00,Tai Mo Shan,1.686111111111111
2024-01-27 13:00:00,King's Park,15.592592592592592
2024-01-27 13:00:00,Ta Kwu Ling,14.94074074074074
2024-01-27 13:00:00,Tai Mo Shan,1.8888888888888888
2024-01-27 14:00:00,King's Park,15.761111111111111
2024-01-27 14:00:00,Ta Kwu Ling,15.288888888888888
2024-01-27 14:00:00,Tai Mo Shan,2.091666666666667
2024-01-27 15:00:00,King's Park,15.929629629629629
2024-01-27 15:00:00,Ta Kwu Ling,15.637037037037036
2024-01-27 15:00:00,Tai Mo Shan,2.2944444444444443
2024-01-27 16:00:00,King's Park,16.098148148148148
2024-01-27 16:00:00,Ta Kwu Ling,15.985185185185184
2024-01-27 16:00:00,Tai Mo Shan,2.497222222222222
2024-01-27 17:00:00,King's Park,16.266666666666666
2024-01-27 17:00:00,Ta Kwu Ling,16.333333333333332
2024-01-27 17:00:00,Tai Mo Shan,2.6999999999999997
2024-01-27 18:00:00,King's Park,15.657142857142857
2024-01-27 18:00:00,Ta Kwu Ling,14.799999999999999
2024-01-27 18:00:00,Tai Mo Shan,3.585714285714286
2024-01-27 19:00:00,King's Park,15.219999999999999
2024-01-27 19:00:00,Ta Kwu Ling,13.74
2024-01-27 19:00:00,Tai Mo Shan,3.9200000000000004
2024-01-27 20:00:00,King's Park,15.042857142857143
2024-01-27 20:00:00,Ta Kwu Ling,13.542857142857143
2024-01-27 20:00:00,Tai Mo Shan,2.0714285714285716
2024-01-27 21:00:00,King's Park,14.48
2024-01-27 21:00:00,Ta Kwu Ling,13.059999999999999
2024-01-27 21:00:00,Tai Mo Shan,-0.6799999999999999
2024-01-27 22:00:00,King's Park,12.9
2024-01-27 22:00:00,Ta Kwu Ling,11.928571428571429
2024-01-27 22:00:00,Tai Mo Shan,0.6142857142857142
2024-01-27 23:00:00,King's Park,12.86
2024-01-27 23:00:00,Ta Kwu Ling,11.92
2024-01-27 23:00:00,Tai Mo Shan,0.13999999999999999
2024-01-28 00:00:00,King's Park,12.914285714285715
2024-01-28 00:00:00,Ta Kwu Ling,11.914285714285715
2024-01-28 00:00:00,Tai Mo Shan,0.02857142857142858
2024-01-28 01:00:00,King's Park,12.72
2024-01-28 01:00:00,Ta Kwu Ling,11.76
2024-01-28 01:00:00,Tai Mo Shan,-0.45999999999999996
2024-01-28 02:00:00,King's Park,12.7
2024-01-28 02:00:00,Ta Kwu Ling,9.585714285714285
2024-01-28 02:00:00,Tai Mo Shan,-0.39999999999999997
2024-01-28 03:00:00,King's Park,12.540000000000001
2024-01-28 03:00:00,Ta Kwu Ling,-2.8
2024-01-28 03:00:00,Tai Mo Shan,1.6
2024-01-28 04:00:00,King's Park,12.514285714285714
2024-01-28 04:00:00,Ta Kwu Ling,-2.757142857142857
2024-01-28 04:00:00,Tai Mo Shan,1.6285714285714286
2024-01-28 05:00:00,King's Park,12.24
2024-01-28 05:00:00,Ta Kwu Ling,-2.86
2024-01-28 05:00:00,Tai Mo Shan,1.5
2024-01-28 06:00:00,King's Park,12.042857142857143
2024-01-28 06:00:00,Ta Kwu Ling,-3.2714285714285714
2024-01-28 06:00:00,Tai Mo Shan,1.0285714285714287
2024-01-28 07:00:00,King's Park,12.36
2024-01-28 07:00:00,Ta Kwu Ling,-3.3199999999999994
2024-01-28 07:00:00,Tai Mo Shan,1.8199999999999998
2024-01-28 08:00:00,King's Park,12.625
2024-01-28 08:00:00,Ta Kwu Ling,-3.475
2024-01-28 08:00:00,Tai Mo Shan,1.9
2024-01-28 09:00:00,King's Park,12.918518518518518
2024-01-28 09:00:00,Ta Kwu Ling,-3.2222222222222223
2024-01-28 09:00:00,Tai Mo Shan,1.5592592592592591
2024-01-28 10:00:00,King's Park,13.212037037037037
2024-01-28 10:00:00,Ta Kwu Ling,-2.9694444444444446
2024-01-28 10:00:00,Tai Mo Shan,1.2185185185185183
2024-01-28 11:00:00,King's Park,13.505555555555555
2024-01-28 11:00:00,Ta Kwu Ling,-2.716666666666667
2024-01-28 11:00:00,Tai Mo Shan,0.8777777777777778
2024-01-28 12:00:00,King's Park,13.799074074074074
2024-01-28 12:00:00,Ta Kwu Ling,-2.4638888888888886
2024-01-28 12:00:00,Tai Mo Shan,0.537037037037037
2024-01-28 13:00:00,King's Park,14.092592592592592
2024-01-28 13:00:00,Ta Kwu Ling,-2.2111111111111112
2024-01-28 13:00:00,Tai Mo Shan,0.1962962962962962
2024-01-28 14:00:00,King's Park,14.386111111111111
2024-01-28 14:00:00,Ta Kwu Ling,-1.958333333333333
2024-01-28 14:00:00,Tai Mo Shan,-0.14444444444444438
2024-01-28 15:00:00,King's Park,14.679629629629629
2024-01-28 15:00:00,Ta Kwu Ling,-1.7055555555555553
2024-01-28 15:00:00,Tai Mo Shan,-0.4851851851851854
2024-01-28 16:00:00,King's Park,14.973148148148148
2024-01-28 16:00:00,Ta Kwu Ling,-1.4527777777777775
2024-01-28 16:00:00,Tai Mo Shan,-0.825925925925926
2024-01-28 17:00:00,King's Park,15.266666666666666
2024-01-28 17:00:00,Ta Kwu Ling,-1.2
2024-01-28 17:00:00,Tai Mo Shan,-1.1666666666666667
2024-01-28 18:00:00,King's Park,14.328571428571427
2024-01-28 18:00:00,Ta Kwu Ling,-0.6571428571428573
2024-01-28 18:00:00,Tai Mo Shan,-2.5714285714285716
2024-01-28 19:00:00,King's Park,13.8
2024-01-28 19:00:00,Ta Kwu Ling,-0.45999999999999996
2024-01-28 19:00:00,Tai Mo Shan,-2.56
2024-01-28 20:00:00,King's Park,13.799999999999999
2024-01-28 20:00:00,Ta Kwu Ling,-0.6428571428571429
2024-01-28 20:00:00,Tai Mo Shan,-1.957142857142857
2024-01-28 21:00:00,King's Park,13.559999999999999
2024-01-28 21:00:00,Ta Kwu Ling,-0.78
2024-01-28 21:00:00,Tai Mo Shan,0.06
2024-01-28 22:00:00,King's Park,13.428571428571429
2024-01-28 22:00:00,Ta Kwu Ling,0.09999999999999999
2024-01-28 22:00:00,Tai Mo Shan,1.7142857142857142
2024-01-28 23:00:00,King's Park,13.780000000000001
2024-01-28 23:00:00,Ta Kwu Ling,-0.1
2024-01-28 23:00:00,Tai Mo Shan,3.38
2024-01-29 00:00:00,King's Park,14.157142857142857
2024-01-29 00:00:00,Ta Kwu Ling,4.785714285714286
2024-01-29 00:00:00,Tai Mo Shan,6.971428571428571
2024-01-29 01:00:00,King's Park,14.16
2024-01-29 01:00:00,Ta Kwu Ling,11.98
2024-01-29 01:00:00,Tai Mo Shan,11.38
2024-01-29 02:00:00,King's Park,14.242857142857144
2024-01-29 02:00:00,Ta Kwu Ling,12.271428571428572
2024-01-29 02:00:00,Tai Mo Shan,9.071428571428571
2024-01-29 03:00:00,King's Park,14.179999999999998
2024-01-29 03:00:00,Ta Kwu Ling,12.3
2024-01-29 03:00:00,Tai Mo Shan,10.02
2024-01-29 04:00:00,King's Park,14.171428571428569
2024-01-29 04:00:00,Ta Kwu Ling,12.271428571428572
2024-01-29 04:00:00,Tai Mo Shan,10.542857142857143
2024-01-29 05:00:00,King's Park,14.1
2024-01-29 05:00:00,Ta Kwu Ling,12.2
2024-01-29 05:00:00,Tai Mo Shan,10.940000000000001
2024-01-29 06:00:00,King's Park,14.028571428571428
2024-01-29 06:00:00,Ta Kwu Ling,12.228571428571428
2024-01-29 06:00:00,Tai Mo Shan,11.771428571428572
2024-01-29 07:00:00,King's Park,14.16
2024-01-29 07:00:00,Ta Kwu Ling,12.4
2024-01-29 07:00:00,Tai Mo Shan,12.1
2024-01-29 08:00:00,King's Park,14.25
2024-01-29 08:00:00,Ta Kwu Ling,12.6
2024-01-29 08:00:00,Tai Mo Shan,12.375
2024-01-29 09:00:00,King's Park,14.559259259259258
2024-01-29 09:00:00,Ta Kwu Ling,13.314814814814815
2024-01-29 09:00:00,Tai Mo Shan,11.288888888888888
2024-01-29 10:00:00,King's Park,14.868518518518519
2024-01-29 10:00:00,Ta Kwu Ling,14.02962962962963
2024-01-29 10:00:00,Tai Mo Shan,10.202777777777778
2024-01-29 11:00:00,King's Park,15.177777777777777
2024-01-29 11:00:00,Ta Kwu Ling,14.744444444444444
2024-01-29 11:00:00,Tai Mo Shan,9.116666666666667
2024-01-29 12:00:00,King's Park,15.487037037037036
2024-01-29 12:00:00,Ta Kwu Ling,15.459259259259259
2024-01-29 12:00:00,Tai Mo Shan,8.030555555555555
2024-01-29 13:00:00,King's Park,15.796296296296296
2024-01-29 13:00:00,Ta Kwu Ling,16.174074074074074
2024-01-29 13:00:00,Tai Mo Shan,6.944444444444444
2024-01-29 14:00:00,King's Park,16.105555555555554
2024-01-29 14:00:00,Ta Kwu Ling,16.88888888888889
2024-01-29 14:00:00,Tai Mo Shan,5.8583333333333325
2024-01-29 15:00:00,King's Park,16.414814814814815
2024-01-29 15:00:00,Ta Kwu Ling,17.603703703703705
2024-01-29 15:00:00,Tai Mo Shan,4.772222222222221
2024-01-29 16:00:00,King's Park,16.72407407407407
2024-01-29 16:00:00,Ta Kwu Ling,18.31851851851852
2024-01-29 16:00:00,Tai Mo Shan,3.68611111111111
2024-01-29 17:00:00,King's Park,17.03333333333333
2024-01-29 17:00:00,Ta Kwu Ling,19.033333333333335
2024-01-29 17:00:00,Tai Mo Shan,2.6
2024-01-29 18:00:00,King's Park,16.47142857142857
2024-01-29 18:00:00,Ta Kwu Ling,17.54285714285714
2024-01-29 18:00:00,Tai Mo Shan,3.085714285714286
2024-01-29 19:00:00,King's Park,16.22
2024-01-29 19:00:00,Ta Kwu Ling,16.68
2024-01-29 19:00:00,Tai Mo Shan,3.0
2024-01-29 20:00:00,King's Park,16.185714285714287
2024-01-29 20:00:00,Ta Kwu Ling,16.32857142857143
2024-01-29 20:00:00,Tai Mo Shan,2.542857142857143
2024-01-29 21:00:00,King's Park,16.14
2024-01-29 21:00:00,Ta Kwu Ling,16.1
2024-01-29 21:00:00,Tai Mo Shan,2.1
2024-01-29 22:00:00,King's Park,16.157142857142855
2024-01-29 22:00:00,Ta Kwu Ling,16.1
2024-01-29 22:00:00,Tai Mo Shan,0.5142857142857143
2024-01-29 23:00:00,King's Park,16.060000000000002
2024-01-29 23:00:00,Ta Kwu Ling,16.060000000000002
2024-01-29 23:00:00,Tai Mo Shan,0.12000000000000002
2024-01-30 00:00:00,King's Park,16.085714285714285
2024-01-30 00:00:00,Ta Kwu Ling,15.985714285714286
2024-01-30 00:00:00,Tai Mo Shan,5.114285714285714
2024-01-30 01:00:00,King's Park,16.16
2024-01-30 01:00:00,Ta Kwu Ling,16.0
2024-01-30 01:00:00,Tai Mo Shan,12.459999999999999
2024-01-30 02:00:00,King's Park,16.157142857142855
2024-01-30 02:00:00,Ta Kwu Ling,16.0
2024-01-30 02:00:00,Tai Mo Shan,12.385714285714286
2024-01-30 03:00:00,King's Park,16.060000000000002
2024-01-30 03:00:00,Ta Kwu Ling,16.0
2024-01-30 03:00:00,Tai Mo Shan,12.76
2024-01-30 04:00:00,King's Park,16.114285714285717
2024-01-30 04:00:00,Ta Kwu Ling,16.085714285714285
2024-01-30 04:00:00,Tai Mo Shan,13.157142857142857
2024-01-30 05:00:00,King's Park,16.259999999999998
2024-01-30 05:00:00,Ta Kwu Ling,16.16
2024-01-30 05:00:00,Tai Mo Shan,13.580000000000002
2024-01-30 06:00:00,King's Park,16.314285714285713
2024-01-30 06:00:00,Ta Kwu Ling,16.02857142857143
2024-01-30 06:00:00,Tai Mo Shan,13.957142857142857
2024-01-30 07:00:00,King's Park,16.119999999999997
2024-01-30 07:00:00,Ta Kwu Ling,15.62
2024-01-30 07:00:00,Tai Mo Shan,13.98
2024-01-30 08:00:00,King's Park,16.275
2024-01-30 08:00:00,Ta Kwu Ling,16.0
2024-01-30 08:00:00,Tai Mo Shan,14.225
2024-01-30 09:00:00,King's Park,16.599999999999998
2024-01-30 09:00:00,Ta Kwu Ling,16.59259259259259
2024-01-30 09:00:00,Tai Mo Shan,14.64074074074074
2024-01-30 10:00:00,King's Park,16.924999999999997
2024-01-30 10:00:00,Ta Kwu Ling,17.185185185185183
2024-01-30 10:00:00,Tai Mo Shan,15.05648148148148
2024-01-30 11:00:00,King's Park,17.25
2024-01-30 11:00:00,Ta Kwu Ling,17.77777777777778
2024-01-30 11:00:00,Tai Mo Shan,15.472222222222221
2024-01-30 12:00:00,King's Park,17.575
2024-01-30 12:00:00,Ta Kwu Ling,18.37037037037037
2024-01-30 12:00:00,Tai Mo Shan,15.887962962962963
2024-01-30 13:00:00,King's Park,17.9
2024-01-30 13:00:00,Ta Kwu Ling,18.962962962962962
2024-01-30 13:00:00,Tai Mo Shan,16.303703703703704
2024-01-30 14:00:00,King's Park,18.224999999999998
2024-01-30 14:00:00,Ta Kwu Ling,19.555555555555554
2024-01-30 14:00:00,Tai Mo Shan,16.71944444444444
2024-01-30 15:00:00,King's Park,18.549999999999997
2024-01-30 15:00:00,Ta Kwu Ling,20.148148148148145
2024-01-30 15:00:00,Tai Mo Shan,17.135185185185183
2024-01-30 16:00:00,King's Park,18.875
2024-01-30 16:00:00,Ta Kwu Ling,20.74074074074074
2024-01-30 16:00:00,Tai Mo Shan,17.550925925925924
2024-01-30 17:00:00,King's Park,19.2
2024-01-30 17:00:00,Ta Kwu Ling,21.333333333333332
2024-01-30 17:00:00,Tai Mo Shan,17.966666666666665
2024-01-30 18:00:00,King's Park,18.414285714285715
2024-01-30 18:00:00,Ta Kwu Ling,19.97142857142857
2024-01-30 18:00:00,Tai Mo Shan,16.085714285714285
2024-01-30 19:00:00,King's Park,17.84
2024-01-30 19:00:00,Ta Kwu Ling,18.84
2024-01-30 19:00:00,Tai Mo Shan,15.059999999999999
2024-01-30 20:00:00,King's Park,17.714285714285715
2024-01-30 20:00:00,Ta Kwu Ling,18.485714285714288
2024-01-30 20:00:00,Tai Mo Shan,14.828571428571427
2024-01-30 21:00:00,King's Park,17.56
2024-01-30 21:00:00,Ta Kwu Ling,18.32
2024-01-30 21:00:00,Tai Mo Shan,14.6
2024-01-30 22:00:00,King's Park,17.514285714285712
2024-01-30 22:00:00,Ta Kwu Ling,18.271428571428572
2024-01-30 22:00:00,Tai Mo Shan,14.385714285714286
2024-01-30 23:00:00,King's Park,17.5
2024-01-30 23:00:00,Ta Kwu Ling,18.0
2024-01-30 23:00:00,Tai Mo Shan,14.1
2024-01-31 00:00:00,King's Park,17.47142857142857
2024-01-31 00:00:00,Ta Kwu Ling,17.9
2024-01-31 00:00:00,Tai Mo Shan,14.200000000000001
2024-01-31 01:00:00,King's Park,17.380000000000003
2024-01-31 01:00:00,Ta Kwu Ling,17.8
2024-01-31 01:00:00,Tai Mo Shan,14.62
2024-01-31 02:00:00,King's Park,17.314285714285713
2024-01-31 02:00:00,Ta Kwu Ling,17.714285714285715
2024-01-31 02:00:00,Tai Mo Shan,14.485714285714284
2024-01-31 03:00:00,King's Park,17.36
2024-01-31 03:00:00,Ta Kwu Ling,17.7
2024-01-31 03:00:00,Tai Mo Shan,14.02
2024-01-31 04:00:00,King's Park,17.32857142857143
2024-01-31 04:00:00,Ta Kwu Ling,17.7
2024-01-31 04:00:00,Tai Mo Shan,14.1
2024-01-31 05:00:00,King's Park,17.439999999999998
2024-01-31 05:00:00,Ta Kwu Ling,17.64
2024-01-31 05:00:00,Tai Mo Shan,14.580000000000002
2024-01-31 06:00:00,King's Park,17.571428571428573
2024-01-31 06:00:00,Ta Kwu Ling,17.757142857142856
2024-01-31 06:00:00,Tai Mo Shan,14.685714285714285
2024-01-31 07:00:00,King's Park,17.7
2024-01-31 07:00:00,Ta Kwu Ling,17.84
2024-01-31 07:00:00,Tai Mo Shan,14.940000000000001
2024-01-31 08:00:00,King's Park,17.975
2024-01-31 08:00:00,Ta Kwu Ling,18.225
2024-01-31 08:00:00,Tai Mo Shan,14.9
2024-01-31 09:00:00,King's Park,18.203703703703706
2024-01-31 09:00:00,Ta Kwu Ling,18.74074074074074
2024-01-31 09:00:00,Tai Mo Shan,15.133333333333333
2024-01-31 10:00:00,King's Park,18.432407407407407
2024-01-31 10:00:00,Ta Kwu Ling,19.256481481481483
2024-01-31 10:00:00,Tai Mo Shan,15.366666666666667
2024-01-31 11:00:00,King's Park,18.66111111111111
2024-01-31 11:00:00,Ta Kwu Ling,19.772222222222222
2024-01-31 11:00:00,Tai Mo Shan,15.6
2024-01-31 12:00:00,King's Park,18.889814814814816
2024-01-31 12:00:00,Ta Kwu Ling,20.28796296296296
2024-01-31 12:00:00,Tai Mo Shan,15.833333333333334
2024-01-31 13:00:00,King's Park,19.118518518518517
2024-01-31 13:00:00,Ta Kwu Ling,20.803703703703704
2024-01-31 13:00:00,Tai Mo Shan,16.066666666666666
2024-01-31 14:00:00,King's Park,19.34722222222222
2024-01-31 14:00:00,Ta Kwu Ling,21.319444444444443
2024-01-31 14:00:00,Tai Mo Shan,16.3
2024-01-31 15:00:00,King's Park,19.575925925925926
2024-01-31 15:00:00,Ta Kwu Ling,21.835185185185182
2024-01-31 15:00:00,Tai Mo Shan,16.53333333333333
2024-01-31 16:00:00,King's Park,19.804629629629627
2024-01-31 16:00:00,Ta Kwu Ling,22.350925925925925
