Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
2/9/2024,16,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2
2/9/2024,17,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2
2/9/2024,18,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3
2/9/2024,19,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2/9/2024,20,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2/9/2024,21,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2/9/2024,22,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2/9/2024,23,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,3,3,3
2/9/2024,24,2,3,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,1,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,4,2,3,3,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3
2/10/2024,5,2,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,6,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,7,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,8,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,9,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2/10/2024,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/10/2024,11,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
2/10/2024,12,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
2/10/2024,13,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3
2/10/2024,14,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3
2/10/2024,15,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,3
2/10/2024,16,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3
2/10/2024,17,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,4
2/10/2024,18,3,3,3,3,3,4,4,3,4,5,4,4,3,4,3,4,3,3
2/10/2024,19,3,3,3,3,3,3,4,3,4,5,4,3,3,4,3,3,3,3
2/10/2024,20,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
2/10/2024,21,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
2/10/2024,22,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3
2/10/2024,23,3,3,3,3,3,3,3,2,3,4,3,2,3,3,2,3,3,3
2/10/2024,24,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3
2/11/2024,1,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/11/2024,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/11/2024,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/11/2024,4,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/11/2024,5,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/11/2024,6,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3
2/11/2024,7,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3
2/11/2024,8,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3
2/11/2024,9,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3
2/11/2024,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/11/2024,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2/11/2024,12,3,4,4,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4
2/11/2024,13,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
2/11/2024,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/11/2024,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/11/2024,16,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
2/11/2024,17,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4
2/11/2024,18,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4
2/11/2024,19,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4
2/11/2024,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
2/11/2024,21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/11/2024,22,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
2/11/2024,23,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4
2/11/2024,24,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,1,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,2,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,5,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,6,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,7,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2/12/2024,8,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4
2/12/2024,9,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4
2/12/2024,10,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4
2/12/2024,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/12/2024,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/12/2024,13,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
2/12/2024,14,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4
2/12/2024,15,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4
2/12/2024,16,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4
2/12/2024,17,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4
2/12/2024,18,4,5,5,5,4,4,4,5,4,5,4,4,4,4,5,5,4,5
2/12/2024,19,4,5,5,5,4,4,4,5,4,4,4,4,5,4,5,5,4,5
2/12/2024,20,4,4,5,5,4,4,4,5,4,4,4,4,4,4,5,5,4,5
2/12/2024,21,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5
2/12/2024,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/12/2024,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/12/2024,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
2/13/2024,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4
2/13/2024,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4
2/13/2024,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/13/2024,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/13/2024,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4
2/13/2024,6,4,4,4,4,4,4,4,5,3,3,4,4,3,4,4,4,4,4
2/13/2024,7,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4
2/13/2024,8,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4
2/13/2024,9,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4
2/13/2024,10,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/13/2024,11,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
2/13/2024,12,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4
2/13/2024,13,4,5,5,4,4,4,4,5,4,5,4,5,5,4,5,5,5,5
2/13/2024,14,5,5,5,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5
2/13/2024,15,5,5,5,5,4,4,4,5,4,5,5,5,5,4,5,5,5,5
2/13/2024,16,4,5,5,4,4,4,4,5,4,5,4,5,5,4,5,5,5,5
2/13/2024,17,4,4,5,4,4,4,4,5,4,5,5,5,4,4,5,5,5,4
2/13/2024,18,4,4,5,4,4,4,4,5,4,5,5,4,4,4,5,5,5,4
2/13/2024,19,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,5,5,4
2/13/2024,20,4,4,5,5,4,4,4,5,4,4,5,4,4,4,5,5,5,5
2/13/2024,21,4,4,5,5,4,4,4,5,4,4,5,4,5,4,5,5,5,5
2/13/2024,22,4,4,5,5,4,4,4,5,3,4,5,4,4,4,4,5,5,5
2/13/2024,23,4,4,5,5,4,4,4,4,3,4,5,4,4,4,4,5,5,5
2/13/2024,24,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,5,4,4
2/14/2024,1,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4
2/14/2024,2,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,4
2/14/2024,3,4,4,4,4,4,4,3,5,3,4,4,4,4,4,3,4,4,4
2/14/2024,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4
2/14/2024,5,4,4,4,4,4,4,3,4,2,3,3,3,3,3,3,4,4,4
2/14/2024,6,4,4,4,4,4,3,3,4,2,3,3,3,3,3,2,4,4,4
2/14/2024,7,4,4,4,3,4,3,3,3,2,3,3,2,3,3,2,4,4,4
2/14/2024,8,4,4,4,3,4,3,3,3,2,3,3,2,2,2,2,4,4,4
2/14/2024,9,4,4,4,4,4,3,3,3,2,3,3,2,2,2,2,4,4,4
2/14/2024,10,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4
2/14/2024,11,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,4,4
2/14/2024,12,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/14/2024,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/14/2024,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/14/2024,15,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
2/14/2024,16,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
2/14/2024,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/14/2024,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/14/2024,19,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4
2/14/2024,20,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4
2/14/2024,21,4,3,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4
2/14/2024,22,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4
2/14/2024,23,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4
2/14/2024,24,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,4,4,4
2/15/2024,1,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4
2/15/2024,2,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,4,4,4
2/15/2024,3,4,3,4,3,4,3,3,3,3,3,3,2,3,2,3,4,4,4
2/15/2024,4,4,3,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3
2/15/2024,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3
2/15/2024,6,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3
2/15/2024,7,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3
2/15/2024,8,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3
2/15/2024,9,3,4,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3
2/15/2024,10,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3
2/15/2024,11,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2/15/2024,12,3,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,4,4
2/15/2024,13,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4
2/15/2024,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
2/15/2024,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
2/15/2024,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
2/15/2024,17,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4
2/15/2024,18,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
2/15/2024,19,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4
2/15/2024,20,3,3,4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,4
2/15/2024,21,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3
2/15/2024,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2/15/2024,23,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,4,4,4
2/15/2024,24,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,4,4,4
2/16/2024,1,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,4,4,4
2/16/2024,2,4,3,4,3,4,3,3,3,2,3,3,3,3,2,2,4,3,4
2/16/2024,3,4,3,3,3,4,3,3,3,2,3,3,3,3,2,2,3,3,4
2/16/2024,4,3,3,3,3,4,3,3,3,2,3,3,3,3,2,2,3,3,4
2/16/2024,5,3,3,3,3,4,3,3,3,2,3,3,3,2,2,3,3,3,4
2/16/2024,6,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,4
2/16/2024,7,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3
2/16/2024,8,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3
2/16/2024,9,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2/16/2024,10,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2/16/2024,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2024,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/16/2024,13,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3
2/16/2024,14,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4,4
2/16/2024,15,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/16/2024,16,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/16/2024,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/16/2024,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2/16/2024,19,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/16/2024,20,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4
2/16/2024,21,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4
2/16/2024,22,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4
2/16/2024,23,4,4,4,3,3,3,3,4,3,4,3,4,4,4,3,4,4,4
2/16/2024,24,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,4,4,3
2/17/2024,1,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3
2/17/2024,2,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
2/17/2024,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3
2/17/2024,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3
2/17/2024,5,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3
2/17/2024,6,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3
2/17/2024,7,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3
2/17/2024,8,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3
2/17/2024,9,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3
2/17/2024,10,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
2/17/2024,11,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3
2/17/2024,12,3,3,4,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4
2/17/2024,13,4,4,4,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4
2/17/2024,14,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,15,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,16,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,17,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,18,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,19,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,20,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2/17/2024,21,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4
2/17/2024,22,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4
2/17/2024,23,4,4,4,3,4,4,3,4,3,3,3,4,4,3,3,4,4,4
2/17/2024,24,4,3,4,3,3,3,3,4,3,3,3,4,4,3,3,4,4,4
2/18/2024,1,4,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4
2/18/2024,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2/18/2024,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2/18/2024,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3
2/18/2024,5,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,4,3,3
2/18/2024,6,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3
2/18/2024,7,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3
2/18/2024,8,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3
2/18/2024,9,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3
2/18/2024,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/18/2024,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2/18/2024,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
2/18/2024,13,4,3,4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4
2/18/2024,14,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4
2/18/2024,15,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4
2/18/2024,16,4,4,4,4,4,3,3,5,3,3,3,4,3,3,4,4,4,4
2/18/2024,17,4,4,4,4,4,4,3,5,3,3,3,4,3,3,4,4,4,4
2/18/2024,18,4,4,4,4,4,4,3,5,3,3,3,4,4,3,4,4,4,4
2/18/2024,19,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4
2/18/2024,20,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4
2/18/2024,21,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4
2/18/2024,22,3,3,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4
2/18/2024,23,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4
2/18/2024,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/19/2024,1,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2/19/2024,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3
2/19/2024,3,3,2,3,2,3,2,3,3,2,3,2,3,2,2,2,3,3,3
2/19/2024,4,3,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3
2/19/2024,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2024,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2/19/2024,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2024,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2024,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/19/2024,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2/19/2024,11,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
2/19/2024,12,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3
2/19/2024,13,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3
2/19/2024,14,2,3,3,2,3,3,3,3,2,2,3,2,2,2,2,3,3,3
2/19/2024,15,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3
2/19/2024,16,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3
2/19/2024,17,3,3,3,2,3,3,3,3,2,3,2,2,3,2,2,3,3,3
2/19/2024,18,3,3,3,3,3,3,3,3,2,3,2,2,3,2,,3,3,3
2/19/2024,19,3,3,3,3,3,3,3,3,2,3,2,3,3,2,,3,3,3
2/19/2024,20,3,3,3,3,3,3,3,3,2,3,2,3,3,2,,3,3,3
2/19/2024,21,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3
2/19/2024,22,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3
2/19/2024,23,2,3,3,2,2,3,3,3,2,3,2,2,3,2,2,3,3,3
2/19/2024,24,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
2/20/2024,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2/20/2024,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2/20/2024,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/20/2024,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/20/2024,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/20/2024,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/20/2024,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/20/2024,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2/20/2024,9,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2/20/2024,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2/20/2024,11,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3
2/20/2024,12,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,3,3,3
2/20/2024,13,3,3,3,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3
2/20/2024,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2/20/2024,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/20/2024,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/20/2024,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/20/2024,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/20/2024,19,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3
2/20/2024,20,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3
2/20/2024,21,2,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3
2/20/2024,22,2,3,3,2,3,3,2,3,2,3,2,2,2,2,2,3,3,3
2/20/2024,23,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3
2/20/2024,24,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2
2/21/2024,1,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2
2/21/2024,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,,3,3,3
2/21/2024,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,,3,3,3
2/21/2024,4,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3
2/21/2024,5,3,2,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3
2/21/2024,6,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/21/2024,7,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,3,3
2/21/2024,8,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/21/2024,9,3,2,3,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3
2/21/2024,10,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2/21/2024,11,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3
2/21/2024,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2/21/2024,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2/21/2024,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/21/2024,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/21/2024,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/21/2024,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/21/2024,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/21/2024,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/21/2024,20,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2/21/2024,21,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3
2/21/2024,22,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3
2/21/2024,23,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3
2/21/2024,24,2,2,3,2,2,3,3,3,2,3,3,3,2,2,2,3,3,3
2/22/2024,1,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3
2/22/2024,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2/22/2024,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2/22/2024,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2/22/2024,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2/22/2024,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2/22/2024,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2/22/2024,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2/22/2024,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2/22/2024,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2/22/2024,11,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3
